State,StateFIPS,CountyFIPS,AreaName,income_001,incomeA_001,incomeB_001,incomeC_001,incomeD_001,incomeE_001,incomeF_001,incomeG_001,incomeH_001,incomeI_001
LA,22,001,"Acadia Parish, Louisiana",37649,43239,20742,NA,.,.,46607,NA,43335,30893
LA,22,003,"Allen Parish, Louisiana",40948,43537,25798,43095,NA,.,.,47321,43548,46250
LA,22,005,"Ascension Parish, Louisiana",70551,75232,49888,.,70755,.,80294,60337,75783,56400
LA,22,007,"Assumption Parish, Louisiana",49167,60572,24904,NA,.,.,58068,NA,61601,33185
LA,22,009,"Avoyelles Parish, Louisiana",33739,39339,22760,NA,NA,.,.,NA,39531,NA
LA,22,011,"Beauregard Parish, Louisiana",45969,49349,26719,64375,80493,.,63935,27813,49903,NA
LA,22,013,"Bienville Parish, Louisiana",32876,45332,21335,.,.,.,.,NA,43333,.
LA,22,015,"Bossier Parish, Louisiana",52892,59888,31217,70060,53825,56625,38608,42222,60366,53147
LA,22,017,"Caddo Parish, Louisiana",41234,57236,28614,26875,49009,92614,40865,37074,57590,39948
LA,22,019,"Calcasieu Parish, Louisiana",45312,52272,28838,60859,57054,.,42361,34821,52412,44375
LA,22,021,"Caldwell Parish, Louisiana",33294,37833,15453,.,.,.,.,23750,38444,21190
LA,22,023,"Cameron Parish, Louisiana",64231,64885,NA,.,.,.,.,.,64663,NA
LA,22,025,"Catahoula Parish, Louisiana",34904,44702,17963,.,.,.,.,NA,45417,NA
LA,22,027,"Claiborne Parish, Louisiana",32072,48579,17567,54167,.,.,.,29205,48596,.
LA,22,029,"Concordia Parish, Louisiana",29654,43488,16636,.,.,.,.,NA,44032,NA
LA,22,031,"De Soto Parish, Louisiana",41468,51319,22397,61167,NA,.,NA,NA,51595,NA
LA,22,033,"East Baton Rouge Parish, Louisiana",49285,66598,34646,40682,58869,.,37401,38535,67388,50208
LA,22,035,"East Carroll Parish, Louisiana",21099,42083,16364,.,.,.,.,13452,41528,.
LA,22,037,"East Feliciana Parish, Louisiana",45520,54260,33384,.,.,.,.,NA,54643,NA
LA,22,039,"Evangeline Parish, Louisiana",30009,41474,14524,NA,.,.,NA,18785,41772,20650
LA,22,041,"Franklin Parish, Louisiana",30275,36693,17648,.,.,.,.,9179,36772,.
LA,22,043,"Grant Parish, Louisiana",39914,41059,21862,54125,.,.,.,29432,40995,NA
LA,22,045,"Iberia Parish, Louisiana",45261,54047,30554,70588,66711,.,40042,28026,54268,46821
LA,22,047,"Iberville Parish, Louisiana",45117,59344,33257,.,.,.,.,56685,60207,NA
LA,22,049,"Jackson Parish, Louisiana",38029,43852,21594,.,.,.,.,NA,44157,NA
LA,22,051,"Jefferson Parish, Louisiana",47947,54354,34002,39531,60511,63750,35970,40179,55919,40995
LA,22,053,"Jefferson Davis Parish, Louisiana",39063,44171,20053,20848,NA,.,90000,NA,44686,16750
LA,22,055,"Lafayette Parish, Louisiana",51869,61544,29224,132588,60802,.,43886,47063,61980,44336
LA,22,057,"Lafourche Parish, Louisiana",51030,54243,28335,NA,70234,.,38983,21950,54682,40318
LA,22,059,"LaSalle Parish, Louisiana",37310,38953,18000,56601,.,.,.,51053,39257,NA
LA,22,061,"Lincoln Parish, Louisiana",33467,50425,20715,NA,36250,.,60659,NA,51571,15995
LA,22,063,"Livingston Parish, Louisiana",58251,58708,41776,124076,NA,.,64065,40462,58840,62868
LA,22,065,"Madison Parish, Louisiana",23854,40903,16799,.,.,.,.,.,39837,NA
LA,22,067,"Morehouse Parish, Louisiana",28003,37849,20261,15938,80595,.,.,NA,39244,10733
LA,22,069,"Natchitoches Parish, Louisiana",31345,45440,20172,21250,89167,.,NA,58464,45594,35893
LA,22,071,"Orleans Parish, Louisiana",36792,62490,25347,37875,46592,.,30754,38333,65465,40232
LA,22,073,"Ouachita Parish, Louisiana",37754,50757,22478,21303,61007,.,54643,33889,50766,47136
LA,22,075,"Plaquemines Parish, Louisiana",50314,56288,34125,NA,NA,.,22197,37286,57417,33197
LA,22,077,"Pointe Coupee Parish, Louisiana",43825,57022,24882,.,NA,.,18482,NA,57591,20724
LA,22,079,"Rapides Parish, Louisiana",40734,48821,26263,45208,31526,.,46750,34013,49089,42311
LA,22,081,"Red River Parish, Louisiana",38000,45547,24770,.,.,.,.,25500,45352,NA
LA,22,083,"Richland Parish, Louisiana",36421,47766,21617,.,.,.,.,44500,48193,41125
LA,22,085,"Sabine Parish, Louisiana",38828,44966,22283,31919,NA,.,NA,40379,45248,30329
LA,22,087,"St. Bernard Parish, Louisiana",42753,46517,31497,44205,33313,.,NA,37212,47937,36853
LA,22,089,"St. Charles Parish, Louisiana",59990,70933,35125,NA,71375,.,56710,50774,71213,59564
LA,22,091,"St. Helena Parish, Louisiana",35437,50649,26136,.,.,.,.,NA,50625,.
LA,22,093,"St. James Parish, Louisiana",51107,67689,33868,.,.,.,.,15357,68775,NA
LA,22,095,"St. John the Baptist Parish, Louisiana",50921,58359,45754,.,NA,.,95083,NA,60343,42308
LA,22,097,"St. Landry Parish, Louisiana",32625,44394,19336,.,NA,.,44097,42716,44298,47591
LA,22,099,"St. Martin Parish, Louisiana",42794,51701,30231,78750,23438,.,33455,45921,51562,50147
LA,22,101,"St. Mary Parish, Louisiana",40781,48906,25172,53080,49211,.,42955,34740,50016,41365
LA,22,103,"St. Tammany Parish, Louisiana",62137,65539,39373,27065,80583,.,41250,45817,66208,48173
LA,22,105,"Tangipahoa Parish, Louisiana",41302,51528,25771,31356,NA,.,NA,24375,52163,35920
LA,22,107,"Tensas Parish, Louisiana",22940,36550,15375,.,.,.,.,.,36733,NA
LA,22,109,"Terrebonne Parish, Louisiana",47826,55365,28439,38821,46492,NA,NA,35893,55394,55000
LA,22,111,"Union Parish, Louisiana",34992,45232,17362,.,.,.,NA,22125,46310,19237
LA,22,113,"Vermilion Parish, Louisiana",45374,49875,22921,52552,39214,.,.,12183,49989,41042
LA,22,115,"Vernon Parish, Louisiana",46312,47358,39437,43750,60809,148194,39271,40000,47607,44740
LA,22,117,"Washington Parish, Louisiana",30705,35372,20771,NA,NA,.,NA,NA,35286,NA
LA,22,119,"Webster Parish, Louisiana",33681,43822,19949,38125,68603,.,.,NA,44494,26103
LA,22,121,"West Baton Rouge Parish, Louisiana",53703,66266,31859,.,65833,.,.,NA,66591,37422
LA,22,123,"West Carroll Parish, Louisiana",31926,37430,19888,.,.,.,.,NA,38077,30938
LA,22,125,"West Feliciana Parish, Louisiana",56685,85140,22232,.,.,.,.,75500,85211,NA
LA,22,127,"Winn Parish, Louisiana",31087,40856,16917,NA,.,.,.,26875,40777,NA
MA,25,001,"Barnstable County, Massachusetts",63251,64278,46864,35125,47115,.,36458,49620,64354,60436
MA,25,003,"Berkshire County, Massachusetts",49956,50671,29258,21000,65063,.,35227,31250,50694,45777
MA,25,005,"Bristol County, Massachusetts",56842,59762,42267,28030,77000,.,27733,33685,60715,28369
MA,25,007,"Dukes County, Massachusetts",64222,67545,40625,NA,65417,.,NA,48846,67664,.
MA,25,009,"Essex County, Massachusetts",69068,74466,46226,40160,85049,NA,35774,52117,76602,37182
MA,25,011,"Franklin County, Massachusetts",55221,55818,36250,NA,44219,.,31513,50625,55988,32333
MA,25,013,"Hampden County, Massachusetts",50461,56124,37149,17045,50595,52361,19232,29853,61253,22847
MA,25,015,"Hampshire County, Massachusetts",61368,62172,29178,NA,54318,.,NA,70625,62742,47026
MA,25,017,"Middlesex County, Massachusetts",85118,87980,47720,59211,97198,70536,42839,63128,89757,49832
MA,25,019,"Nantucket County, Massachusetts",84057,88223,54745,.,.,.,53542,50967,88565,88480
MA,25,021,"Norfolk County, Massachusetts",88262,90667,63775,57500,89513,.,50271,84856,90853,74641
MA,25,023,"Plymouth County, Massachusetts",75459,80187,43643,91528,82303,.,49387,58629,80433,54528
MA,25,025,"Suffolk County, Massachusetts",55044,68686,38856,23804,40287,.,31334,48177,74267,36030
MA,25,027,"Worcester County, Massachusetts",65313,67708,43082,37309,81478,NA,33334,42626,70027,32751
MD,24,001,"Allegany County, Maryland",40551,41115,19054,2499,NA,.,.,24044,41279,28571
MD,24,003,"Anne Arundel County, Maryland",89860,94882,74802,39755,100983,NA,61816,76264,95690,67667
MD,24,005,"Baltimore County, Maryland",67095,71270,58471,53173,77066,67292,49539,58157,71780,54937
MD,24,009,"Calvert County, Maryland",95828,101893,63879,.,103421,.,88571,66296,101834,91333
MD,24,011,"Caroline County, Maryland",52465,55892,30530,30476,46667,.,74231,NA,56984,36500
MD,24,013,"Carroll County, Maryland",85385,85355,77527,NA,110750,.,118462,100880,85609,68867
MD,24,015,"Cecil County, Maryland",66396,68674,46724,NA,53409,.,42451,70250,68629,49919
MD,24,017,"Charles County, Maryland",90607,94431,84260,67750,116250,76638,84313,74838,94142,95779
MD,24,019,"Dorchester County, Maryland",47093,58862,28212,.,75625,.,46442,36328,59147,46490
MD,24,021,"Frederick County, Maryland",83700,87069,64241,72361,74717,46583,63571,74766,87927,66260
MD,24,023,"Garrett County, Maryland",45432,45404,.,111250,65458,.,.,37083,45363,70972
MD,24,025,"Harford County, Maryland",80465,82674,61374,NA,82201,.,98375,80087,82951,72233
MD,24,027,"Howard County, Maryland",110238,120146,86509,76435,114874,NA,65833,101150,122196,76619
MD,24,029,"Kent County, Maryland",58147,61438,25233,.,53550,.,.,NA,61930,57889
MD,24,031,"Montgomery County, Maryland",99435,114879,68759,63463,103872,43000,58731,88984,120437,67759
MD,24,033,"Prince George's County, Maryland",74260,77972,75021,59566,78504,102794,59612,75409,85240,60333
MD,24,035,"Queen Anne's County, Maryland",85963,89912,42852,NA,NA,.,.,80156,90058,82625
MD,24,037,"St. Mary's County, Maryland",86987,92783,47808,99167,98570,.,55221,62629,93939,66250
MD,24,039,"Somerset County, Maryland",35154,40613,29381,.,37250,.,31118,23783,41363,26594
MD,24,041,"Talbot County, Maryland",58228,65670,31063,.,53953,.,NA,57305,66691,36165
MD,24,043,"Washington County, Maryland",56228,57810,37613,35625,70278,.,42143,55000,57992,46176
MD,24,045,"Wicomico County, Maryland",52278,56508,39019,50729,57131,.,59375,51078,57081,39439
MD,24,047,"Worcester County, Maryland",56773,60281,31871,79135,58500,.,NA,NA,60368,53902
MD,24,510,"Baltimore city, Maryland",42241,63126,33702,22757,51064,NA,39587,45440,63944,44509
ME,23,001,"Androscoggin County, Maine",47537,48401,20481,NA,73295,.,53250,36552,48624,33000
ME,23,003,"Aroostook County, Maine",36923,37289,24500,18009,86667,.,NA,20192,37337,30167
ME,23,005,"Cumberland County, Maine",60051,61525,20200,32167,50693,.,52917,43227,61666,41569
ME,23,007,"Franklin County, Maine",42811,42892,NA,40673,NA,.,.,47759,42809,142344
ME,23,009,"Hancock County, Maine",47030,47369,31734,40464,63194,.,NA,30125,47378,45833
ME,23,011,"Kennebec County, Maine",46917,47161,NA,41487,42181,.,65990,40859,47320,36250
ME,23,013,"Knox County, Maine",50693,50912,NA,68611,34732,.,.,36250,51059,35486
ME,23,015,"Lincoln County, Maine",50462,50394,.,NA,85313,.,.,NA,50123,57414
ME,23,017,"Oxford County, Maine",40630,40630,.,NA,31548,.,.,36250,40699,NA
ME,23,019,"Penobscot County, Maine",44271,44456,30938,23646,74091,.,83373,41348,44484,51875
ME,23,021,"Piscataquis County, Maine",37495,37763,.,90417,.,.,NA,26111,37786,35875
ME,23,023,"Sagadahoc County, Maine",53298,53997,NA,NA,NA,.,.,35750,54560,25781
ME,23,025,"Somerset County, Maine",40066,39949,.,23750,NA,.,.,53125,40284,37670
ME,23,027,"Waldo County, Maine",44082,44448,NA,19583,45000,.,NA,31875,44526,26750
ME,23,029,"Washington County, Maine",38083,38816,72875,26413,NA,.,27750,19904,38707,50862
ME,23,031,"York County, Maine",57919,58141,54063,27150,47110,.,NA,60462,58328,50390
MI,26,001,"Alcona County, Michigan",38033,38313,.,59219,NA,.,.,26250,38304,NA
MI,26,003,"Alger County, Michigan",39300,38853,.,36042,.,.,.,58333,38897,NA
MI,26,005,"Allegan County, Michigan",54264,54439,42047,49750,64063,.,47000,40500,55104,41733
MI,26,007,"Alpena County, Michigan",38829,38966,29375,26944,NA,.,250001,19766,39055,NA
MI,26,009,"Antrim County, Michigan",46845,47290,.,62750,36042,.,40368,36667,47279,40294
MI,26,011,"Arenac County, Michigan",38307,38308,NA,NA,NA,.,23889,43750,38226,45000
MI,26,013,"Baraga County, Michigan",39803,40481,.,30125,34167,.,.,31250,40467,NA
MI,26,015,"Barry County, Michigan",55064,55248,NA,27500,165982,.,36522,64500,55413,40746
MI,26,017,"Bay County, Michigan",45583,46205,28316,48409,99444,.,25000,30682,46478,33507
MI,26,019,"Benzie County, Michigan",47388,47885,.,31000,.,.,.,26750,48011,25350
MI,26,021,"Berrien County, Michigan",44993,50681,20854,52344,65313,.,26813,34740,50802,36541
MI,26,023,"Branch County, Michigan",44373,44359,NA,NA,55208,.,NA,44716,44820,24904
MI,26,025,"Calhoun County, Michigan",42520,45354,25172,47266,46690,.,25938,27860,45773,35309
MI,26,027,"Cass County, Michigan",46570,48467,31850,48221,NA,.,31418,28929,48549,31605
MI,26,029,"Charlevoix County, Michigan",46554,46730,.,40938,67917,.,60833,29167,46752,45000
MI,26,031,"Cheboygan County, Michigan",40219,40860,65000,34583,NA,.,.,13594,40980,25909
MI,26,033,"Chippewa County, Michigan",41993,43546,NA,39107,30982,.,.,32262,43487,49375
MI,26,035,"Clare County, Michigan",33015,33138,.,NA,89107,.,NA,25375,33253,25750
MI,26,037,"Clinton County, Michigan",60909,61597,33585,NA,50521,.,NA,49803,61931,43295
MI,26,039,"Crawford County, Michigan",41743,42022,.,NA,10750,.,NA,38438,42040,NA
MI,26,041,"Delta County, Michigan",42031,42837,.,27411,21078,.,NA,19438,42955,19375
MI,26,043,"Dickinson County, Michigan",43779,44013,.,NA,NA,.,.,43750,43892,75833
MI,26,045,"Eaton County, Michigan",54993,56680,37141,59250,62375,.,42792,38024,56746,50667
MI,26,047,"Emmet County, Michigan",51018,51499,NA,39395,79375,49750,NA,36023,51632,30721
MI,26,049,"Genesee County, Michigan",42327,47601,25521,38615,89286,2499,48622,31464,47757,42454
MI,26,051,"Gladwin County, Michigan",38021,38022,.,18917,.,.,61250,53333,37919,43523
MI,26,053,"Gogebic County, Michigan",35686,35766,.,31250,NA,.,.,NA,35849,NA
MI,26,055,"Grand Traverse County, Michigan",52950,53391,NA,49423,37500,.,45197,47917,53363,51250
MI,26,057,"Gratiot County, Michigan",41912,42343,NA,15500,NA,.,26458,35625,42843,30365
MI,26,059,"Hillsdale County, Michigan",41961,42168,NA,35625,42917,.,43393,27375,42178,44000
MI,26,061,"Houghton County, Michigan",37776,39009,NA,30625,18139,.,.,26650,39066,36131
MI,26,063,"Huron County, Michigan",42161,42172,.,14028,96389,.,NA,20625,42224,31818
MI,26,065,"Ingham County, Michigan",45679,49595,31482,41042,42423,79632,35233,27741,49990,35847
MI,26,067,"Ionia County, Michigan",49124,49259,83275,73472,NA,.,33651,NA,49349,39000
MI,26,069,"Iosco County, Michigan",37317,37486,NA,NA,NA,.,.,51000,37319,42969
MI,26,071,"Iron County, Michigan",33663,33797,.,30417,46875,.,.,NA,33818,32813
MI,26,073,"Isabella County, Michigan",39377,39794,24653,56520,21724,.,45298,21724,39932,33875
MI,26,075,"Jackson County, Michigan",46326,48717,20446,40500,86786,.,45671,35000,48741,44665
MI,26,077,"Kalamazoo County, Michigan",47476,51598,25584,NA,42484,.,39529,28750,51858,38564
MI,26,079,"Kalkaska County, Michigan",40534,40853,NA,25833,.,.,.,27000,40646,NA
MI,26,081,"Kent County, Michigan",53063,56981,26620,33553,59680,29309,38061,33292,58540,36094
MI,26,083,"Keweenaw County, Michigan",37813,38320,.,.,.,.,.,.,38438,.
MI,26,085,"Lake County, Michigan",30439,32391,13616,NA,.,.,2499,28859,32384,NA
MI,26,087,"Lapeer County, Michigan",52996,53023,8947,NA,NA,.,55714,63875,53568,38975
MI,26,089,"Leelanau County, Michigan",56189,57190,.,28583,NA,.,72813,25833,57185,44412
MI,26,091,"Lenawee County, Michigan",48043,48743,32452,NA,38750,.,30469,39861,49299,31194
MI,26,093,"Livingston County, Michigan",75204,75159,59350,72885,100139,69063,NA,77250,75115,79917
MI,26,095,"Luce County, Michigan",37088,38668,.,35089,.,.,.,35750,38730,27857
MI,26,097,"Mackinac County, Michigan",38434,40656,NA,31429,33214,.,.,32619,40434,44286
MI,26,099,"Macomb County, Michigan",54582,56997,34265,38107,66980,46868,36108,47258,57097,48125
MI,26,101,"Manistee County, Michigan",41395,41518,NA,38548,41477,.,NA,43462,41467,42917
MI,26,103,"Marquette County, Michigan",45409,45724,NA,22188,54509,.,36071,37788,45876,15750
MI,26,105,"Mason County, Michigan",42024,42543,31625,30833,NA,.,8250,34559,42597,31650
MI,26,107,"Mecosta County, Michigan",41889,42455,NA,53917,NA,.,5901,41083,42492,23162
MI,26,109,"Menominee County, Michigan",40373,40683,.,28854,88571,.,.,21250,40701,NA
MI,26,111,"Midland County, Michigan",54059,53806,35774,40640,104031,80938,NA,27197,53849,44655
MI,26,113,"Missaukee County, Michigan",41098,41140,47083,35833,76827,.,.,NA,41115,48542
MI,26,115,"Monroe County, Michigan",55653,56047,38200,34792,75833,.,30476,61447,56238,41131
MI,26,117,"Montcalm County, Michigan",41584,41740,29750,11786,115756,.,NA,NA,41865,30250
MI,26,119,"Montmorency County, Michigan",36250,36132,.,NA,.,.,.,48750,36058,38750
MI,26,121,"Muskegon County, Michigan",42829,46702,21751,44643,NA,.,NA,33884,46944,33954
MI,26,123,"Newaygo County, Michigan",43693,44129,31705,50329,31250,.,32875,34625,44301,34009
MI,26,125,"Oakland County, Michigan",67465,70729,46821,42222,101426,NA,47542,51284,71216,49646
MI,26,127,"Oceana County, Michigan",41617,41925,NA,40938,NA,.,34750,43750,42828,32094
MI,26,129,"Ogemaw County, Michigan",36063,35885,36250,57639,160729,.,68182,NA,35931,38077
MI,26,131,"Ontonagon County, Michigan",34459,34587,.,25000,.,.,.,28125,34599,51875
MI,26,133,"Osceola County, Michigan",38999,39103,21406,33125,.,.,.,37857,39209,30833
MI,26,135,"Oscoda County, Michigan",33021,33417,.,14375,.,.,.,31354,33354,37143
MI,26,137,"Otsego County, Michigan",48917,49180,.,NA,.,.,.,42813,49025,51133
MI,26,139,"Ottawa County, Michigan",58989,60547,27889,33942,54567,.,40127,48807,60942,45592
MI,26,141,"Presque Isle County, Michigan",41213,41351,.,NA,90833,.,.,24500,41368,36563
MI,26,143,"Roscommon County, Michigan",35133,35201,.,38042,.,.,.,NA,35310,26771
MI,26,145,"Saginaw County, Michigan",43042,48007,24158,46719,63417,.,38274,24231,48734,36160
MI,26,147,"St. Clair County, Michigan",49730,50565,22699,50625,54013,.,46500,32517,50619,46766
MI,26,149,"St. Joseph County, Michigan",44449,45116,24271,38929,NA,.,31920,38750,45612,31086
MI,26,151,"Sanilac County, Michigan",41100,41219,76250,20227,NA,.,46364,21346,41318,40125
MI,26,153,"Schoolcraft County, Michigan",34118,34833,.,31125,29306,.,.,28929,34819,NA
MI,26,155,"Shiawassee County, Michigan",48233,48337,NA,27750,NA,.,50655,48214,48553,36667
MI,26,157,"Tuscola County, Michigan",43768,43816,24688,50000,90556,.,68906,41544,43866,38750
MI,26,159,"Van Buren County, Michigan",46008,48232,19101,29375,NA,.,33872,31250,48946,36218
MI,26,161,"Washtenaw County, Michigan",61003,66530,35301,58083,61688,NA,24838,45104,67039,43274
MI,26,163,"Wayne County, Michigan",41210,54162,26888,32859,74541,85057,35454,33490,55030,37103
MI,26,165,"Wexford County, Michigan",41534,41456,16050,46250,100625,.,70625,48906,41437,NA
MN,27,001,"Aitkin County, Minnesota",42252,42640,NA,32500,67188,.,.,33125,42475,55446
MN,27,003,"Anoka County, Minnesota",70873,73086,43586,51309,71750,NA,44790,41493,73403,45635
MN,27,005,"Becker County, Minnesota",52038,53711,NA,30650,42500,NA,56250,49250,53991,42679
MN,27,007,"Beltrami County, Minnesota",44757,48882,NA,30591,82546,NA,2499,42813,48942,17813
MN,27,009,"Benton County, Minnesota",52178,53595,NA,21645,NA,.,41544,NA,53750,53000
MN,27,011,"Big Stone County, Minnesota",47794,48235,.,.,.,.,.,.,48603,40625
MN,27,013,"Blue Earth County, Minnesota",50061,51956,25134,NA,39279,.,11875,40566,51907,42656
MN,27,015,"Brown County, Minnesota",52598,53084,.,42813,NA,.,24327,NA,53298,32404
MN,27,017,"Carlton County, Minnesota",53227,54957,NA,34417,21402,.,41667,51591,55128,46833
MN,27,019,"Carver County, Minnesota",86323,86668,50938,62868,117361,.,80475,72708,86896,70083
MN,27,021,"Cass County, Minnesota",46531,48993,48688,28500,21667,.,97813,43438,49143,45292
MN,27,023,"Chippewa County, Minnesota",50858,51214,NA,78800,NA,43750,31042,16628,52454,26016
MN,27,025,"Chisago County, Minnesota",71001,71096,57083,78438,76806,.,51538,68125,71125,51858
MN,27,027,"Clay County, Minnesota",57965,60174,8333,NA,NA,.,NA,30656,60815,39500
MN,27,029,"Clearwater County, Minnesota",43421,44715,.,26250,83750,.,.,36250,44774,NA
MN,27,031,"Cook County, Minnesota",52299,55572,.,32679,NA,.,.,NA,55530,NA
MN,27,033,"Cottonwood County, Minnesota",46750,49093,.,NA,30833,.,.,.,48736,NA
MN,27,035,"Crow Wing County, Minnesota",49435,49534,57857,53929,NA,.,28889,NA,49745,NA
MN,27,037,"Dakota County, Minnesota",75567,78766,47428,38646,77558,NA,39927,59516,79982,42576
MN,27,039,"Dodge County, Minnesota",68116,68404,NA,88750,NA,.,37639,NA,68780,54211
MN,27,041,"Douglas County, Minnesota",54531,54764,NA,45625,NA,.,.,36406,54609,NA
MN,27,043,"Faribault County, Minnesota",47540,47579,.,.,NA,.,17083,.,48353,36518
MN,27,045,"Fillmore County, Minnesota",51665,51930,21500,63125,35972,.,NA,NA,52070,26250
MN,27,047,"Freeborn County, Minnesota",47105,47795,18646,NA,46750,.,21467,NA,49454,31250
MN,27,049,"Goodhue County, Minnesota",57062,57590,21136,NA,NA,.,40795,67250,58819,40497
MN,27,051,"Grant County, Minnesota",50174,49856,.,.,.,.,.,73750,49712,70625
MN,27,053,"Hennepin County, Minnesota",65834,72970,28231,29306,73912,19761,37912,47609,74101,42572
MN,27,055,"Houston County, Minnesota",53809,54051,.,46797,.,.,NA,NA,54339,41563
MN,27,057,"Hubbard County, Minnesota",47486,48053,.,29773,87083,.,.,43250,48160,45804
MN,27,059,"Isanti County, Minnesota",59865,60490,NA,2499,132917,.,.,43841,60450,68889
MN,27,061,"Itasca County, Minnesota",47761,48083,.,36667,NA,.,.,44531,48142,31438
MN,27,063,"Jackson County, Minnesota",50574,51333,.,.,35156,.,38250,NA,51444,35938
MN,27,065,"Kanabec County, Minnesota",47384,47796,NA,34583,.,.,.,33636,48083,34219
MN,27,067,"Kandiyohi County, Minnesota",52632,54425,15345,53403,32381,.,42321,30000,55422,37352
MN,27,069,"Kittson County, Minnesota",52326,52409,.,.,.,.,.,51250,52317,55417
MN,27,071,"Koochiching County, Minnesota",42919,43818,.,26433,NA,.,.,NA,43818,.
MN,27,073,"Lac qui Parle County, Minnesota",49903,50202,.,NA,.,.,.,.,50492,23333
MN,27,075,"Lake County, Minnesota",48417,49098,.,68750,.,.,.,40260,49024,NA
