State,StateFIPS,CountyFIPS,AreaName,income_001,incomeA_001,incomeB_001,incomeC_001,incomeD_001,incomeE_001,incomeF_001,incomeG_001,incomeH_001,incomeI_001
TX,48,013,"Atascosa County, Texas",52192,52129,47429,50313,NA,.,54886,48750,63816,45858
TX,48,015,"Austin County, Texas",53687,55871,42550,.,.,.,37702,38750,56267,43864
TX,48,017,"Bailey County, Texas",37397,40208,.,.,.,.,43409,.,46368,32520
TX,48,019,"Bandera County, Texas",49863,49651,.,NA,.,.,NA,68750,48529,63478
TX,48,021,"Bastrop County, Texas",54821,57274,47545,34185,79063,.,43750,34764,60669,41443
TX,48,023,"Baylor County, Texas",36373,39375,NA,.,.,.,.,.,40563,16591
TX,48,025,"Bee County, Texas",42302,43706,33924,NA,.,.,30722,40764,47284,36743
TX,48,027,"Bell County, Texas",50550,53878,44646,60205,47929,41496,41496,42359,56734,43438
TX,48,029,"Bexar County, Texas",51150,52931,42450,42873,63595,57500,39572,47830,66712,42721
TX,48,031,"Blanco County, Texas",55504,56639,.,.,.,.,44661,NA,59343,43767
TX,48,033,"Borden County, Texas",73750,72813,.,.,.,.,.,.,75682,58194
TX,48,035,"Bosque County, Texas",44674,45320,NA,80341,20208,.,32083,24436,46810,33179
TX,48,037,"Bowie County, Texas",42670,47666,26246,85455,44141,.,54813,52031,48638,27699
TX,48,039,"Brazoria County, Texas",69749,69781,62534,73750,111273,.,46489,58214,74500,56698
TX,48,041,"Brazos County, Texas",39808,44680,27751,64219,31278,.,35132,35595,48219,34924
TX,48,043,"Brewster County, Texas",38395,38462,NA,NA,.,.,40417,NA,41976,34568
TX,48,045,"Briscoe County, Texas",38603,39559,13125,.,.,.,NA,70536,52750,25938
TX,48,047,"Brooks County, Texas",22741,22103,.,.,.,.,33750,NA,24531,22854
TX,48,049,"Brown County, Texas",41962,42481,31548,18319,NA,.,39000,44107,44679,36950
TX,48,051,"Burleson County, Texas",51821,55259,30909,.,.,.,45714,81056,58727,46192
TX,48,053,"Burnet County, Texas",49732,50281,68452,51875,.,.,22161,36443,52514,33512
TX,48,055,"Caldwell County, Texas",47233,49238,29816,46000,.,.,41171,75313,55786,41705
TX,48,057,"Calhoun County, Texas",51078,50803,45407,.,69318,.,37813,55587,60951,40458
TX,48,059,"Callahan County, Texas",40981,41009,24500,.,.,.,50489,NA,41508,36944
TX,48,061,"Cameron County, Texas",33266,33004,36583,33558,99196,.,31463,36184,46927,30795
TX,48,063,"Camp County, Texas",37851,40938,21661,.,.,.,43529,46151,41654,35677
TX,48,065,"Carson County, Texas",66023,66818,.,53611,.,.,.,.,63348,79444
TX,48,067,"Cass County, Texas",37352,41114,23500,NA,41014,.,2499,31518,40865,NA
TX,48,069,"Castro County, Texas",39459,40000,NA,NA,.,.,24925,41250,49703,30800
TX,48,071,"Chambers County, Texas",70544,75877,44962,9750,133387,.,37115,58892,80499,48743
TX,48,073,"Cherokee County, Texas",39595,42449,19321,37083,35114,.,38333,55673,44870,34673
TX,48,075,"Childress County, Texas",36633,38333,NA,.,.,.,.,.,46184,NA
TX,48,077,"Clay County, Texas",48297,49203,.,NA,.,.,.,NA,48970,60000
TX,48,079,"Cochran County, Texas",39113,39808,20938,.,.,.,38250,51875,46500,28942
TX,48,081,"Coke County, Texas",42467,42467,.,.,.,.,70500,.,46705,30917
TX,48,083,"Coleman County, Texas",35156,35228,41618,NA,.,.,31042,NA,35619,33333
TX,48,085,"Collin County, Texas",84735,86517,64806,93355,103313,52895,47945,66447,91853,54558
TX,48,087,"Collingsworth County, Texas",39743,43520,NA,18000,.,.,26892,.,48664,26214
TX,48,089,"Colorado County, Texas",46618,49512,25884,NA,.,.,36558,.,50079,36524
TX,48,091,"Comal County, Texas",65833,66156,71536,114904,71272,.,55274,61302,70841,54888
TX,48,093,"Comanche County, Texas",37470,38030,NA,NA,NA,.,28162,20938,39269,32065
TX,48,095,"Concho County, Texas",48368,48485,.,.,.,.,.,.,57667,26827
TX,48,097,"Cooke County, Texas",52406,53402,29886,NA,NA,.,76474,73438,57321,39560
TX,48,099,"Coryell County, Texas",49340,50512,49083,48403,41667,NA,44000,33712,51318,38850
TX,48,101,"Cottle County, Texas",34955,37067,30179,.,.,.,32250,NA,41563,30179
TX,48,103,"Crane County, Texas",58333,54083,NA,.,.,.,67782,NA,59188,57868
TX,48,105,"Crockett County, Texas",53678,54412,.,.,.,.,52679,.,71477,51481
TX,48,107,"Crosby County, Texas",37434,38628,19464,.,.,.,17917,92500,42935,33102
TX,48,109,"Culberson County, Texas",35000,35302,.,.,.,.,19926,.,51204,26111
TX,48,111,"Dallam County, Texas",41345,41239,82639,61750,63750,.,39792,NA,42917,33125
TX,48,113,"Dallas County, Texas",50270,56527,37476,40843,68847,48472,38396,48908,68828,40562
TX,48,115,"Dawson County, Texas",41095,43706,20511,13490,.,.,29145,NA,52338,32052
TX,48,117,"Deaf Smith County, Texas",43373,45901,24844,.,.,.,23882,30326,63125,37617
TX,48,119,"Delta County, Texas",42432,44720,10878,NA,.,.,.,98382,45104,NA
TX,48,121,"Denton County, Texas",75050,78489,53611,68480,91790,NA,48423,55831,84507,52184
TX,48,123,"DeWitt County, Texas",49736,59308,28950,NA,.,.,31289,NA,61148,33625
TX,48,125,"Dickens County, Texas",39700,40670,NA,.,.,.,NA,.,44779,9531
TX,48,127,"Dimmit County, Texas",36825,36998,.,.,.,.,22256,.,37250,33056
TX,48,129,"Donley County, Texas",36681,38872,19904,NA,.,.,.,.,39764,30500
TX,48,131,"Duval County, Texas",33939,37661,.,NA,.,.,32679,NA,52639,31831
TX,48,133,"Eastland County, Texas",34888,35067,NA,11875,.,.,16061,NA,36187,21920
TX,48,135,"Ector County, Texas",57150,59738,48448,55885,90729,.,40634,49172,64075,52243
TX,48,137,"Edwards County, Texas",41813,43194,.,.,.,.,NA,.,57188,30435
TX,48,139,"Ellis County, Texas",62465,65791,47199,37083,122917,.,45074,48456,69622,44609
TX,48,141,"El Paso County, Texas",41637,42307,51804,38654,62375,NA,30749,42168,58011,37361
TX,48,143,"Erath County, Texas",41416,41383,2499,.,NA,.,42340,40197,42748,34521
TX,48,145,"Falls County, Texas",36079,39936,24646,.,.,.,NA,59167,45582,23631
TX,48,147,"Fannin County, Texas",44071,46322,18967,35179,NA,.,34773,43542,47287,35313
TX,48,149,"Fayette County, Texas",47808,49597,36714,.,.,.,37569,12308,49928,45453
TX,48,151,"Fisher County, Texas",41406,44922,33583,.,.,.,26793,NA,47500,36250
TX,48,153,"Floyd County, Texas",41026,43598,22857,.,.,.,26667,34464,51917,35042
TX,48,155,"Foard County, Texas",36477,37386,20938,.,.,.,.,.,36932,39375
TX,48,157,"Fort Bend County, Texas",89152,95083,71559,98990,108287,.,50055,86272,106866,62318
TX,48,159,"Franklin County, Texas",41537,43449,18148,.,.,.,NA,NA,43368,33750
TX,48,161,"Freestone County, Texas",44301,50553,29286,23214,.,.,NA,16393,52164,22014
TX,48,163,"Frio County, Texas",36404,39200,.,.,.,.,30066,NA,63750,34116
TX,48,165,"Gaines County, Texas",57635,56968,60804,88523,NA,.,46875,NA,59512,53015
TX,48,167,"Galveston County, Texas",62313,67608,34761,80393,60239,73684,41815,52778,74669,48705
TX,48,169,"Garza County, Texas",48508,50625,70592,.,.,.,17125,.,54116,41250
TX,48,171,"Gillespie County, Texas",54859,54232,.,65488,.,.,65495,NA,55927,37083
TX,48,173,"Glasscock County, Texas",67303,73125,.,.,.,.,NA,.,95000,41989
TX,48,175,"Goliad County, Texas",51226,59837,21081,.,.,.,38194,NA,60104,45185
TX,48,177,"Gonzales County, Texas",42983,48133,16300,NA,.,.,37943,59091,51950,39713
TX,48,179,"Gray County, Texas",43288,44525,38021,29271,44583,.,32201,29531,45438,37348
TX,48,181,"Grayson County, Texas",47952,50592,23841,42045,47929,69107,36491,40417,51295,40790
TX,48,183,"Gregg County, Texas",47639,52245,26654,54205,62131,.,40833,47159,54235,41944
TX,48,185,"Grimes County, Texas",46195,51776,20698,25318,.,.,61010,59161,53134,48207
TX,48,187,"Guadalupe County, Texas",62420,63571,64646,55726,71542,.,45736,78958,67465,50786
TX,48,189,"Hale County, Texas",43375,43622,25000,30888,43750,.,47643,56974,51549,38112
TX,48,191,"Hall County, Texas",30950,32327,20048,.,.,.,31125,23750,35417,26964
TX,48,193,"Hamilton County, Texas",42432,43381,.,.,.,.,32813,NA,44023,21938
TX,48,195,"Hansford County, Texas",44219,44920,.,.,.,.,36250,.,53678,35417
TX,48,197,"Hardeman County, Texas",37174,39415,13980,.,.,.,60893,NA,41014,32500
TX,48,199,"Hardin County, Texas",52614,55030,32454,27473,46290,.,67723,47000,55486,55862
TX,48,201,"Harris County, Texas",54457,62126,38401,47894,70349,38327,41454,54681,80807,42451
TX,48,203,"Harrison County, Texas",45974,53337,30366,22560,66023,.,26723,25504,54439,36680
TX,48,205,"Hartley County, Texas",63004,64798,.,.,.,.,39352,63606,66406,39444
TX,48,207,"Haskell County, Texas",39850,39474,18362,.,.,.,54659,51705,42905,28125
TX,48,209,"Hays County, Texas",58583,60918,56134,96507,56364,.,36833,45818,66581,46510
TX,48,211,"Hemphill County, Texas",62813,64406,.,140500,.,.,NA,69196,70234,29773
TX,48,213,"Henderson County, Texas",41607,42358,31667,44167,36707,.,24604,NA,43986,31171
TX,48,215,"Hidalgo County, Texas",34782,34878,51076,34727,75781,.,28103,37949,49326,32103
TX,48,217,"Hill County, Texas",41382,43319,19859,27500,.,.,NA,44583,44608,34766
TX,48,219,"Hockley County, Texas",50665,51301,25500,NA,.,.,42026,67941,55033,46377
TX,48,221,"Hood County, Texas",56100,57151,NA,NA,47917,.,42857,51250,57651,36725
TX,48,223,"Hopkins County, Texas",44396,46415,30600,43194,NA,.,31875,33243,48188,36287
TX,48,225,"Houston County, Texas",32698,43824,18939,.,.,.,17872,44135,44282,22292
TX,48,227,"Howard County, Texas",49575,51215,28917,45263,66944,.,38203,42067,55000,38072
TX,48,229,"Hudspeth County, Texas",26384,26607,.,.,.,.,20227,NA,40536,21496
TX,48,231,"Hunt County, Texas",45197,49548,26572,NA,37315,.,28750,34333,49904,33458
TX,48,233,"Hutchinson County, Texas",49353,51078,20868,15000,NA,.,48717,NA,52429,36958
TX,48,235,"Irion County, Texas",58500,58833,.,.,.,.,NA,.,59750,53000
TX,48,237,"Jack County, Texas",50324,50023,61563,61071,.,.,73558,.,51023,36504
TX,48,239,"Jackson County, Texas",54926,57193,43523,.,.,.,23125,NA,61911,48702
TX,48,241,"Jasper County, Texas",40820,47180,19221,NA,NA,.,38094,.,47572,32548
TX,48,243,"Jeff Davis County, Texas",50165,49395,.,38750,.,.,.,.,51687,45250
TX,48,245,"Jefferson County, Texas",43540,53015,29991,60238,51282,NA,35859,40609,56556,42270
TX,48,247,"Jim Hogg County, Texas",35521,36979,.,.,.,.,31625,NA,51920,34350
TX,48,249,"Jim Wells County, Texas",42986,44526,58472,33438,.,.,31419,21277,59509,40919
TX,48,251,"Johnson County, Texas",58135,59027,45385,39583,38486,91676,46667,44762,61100,45706
TX,48,253,"Jones County, Texas",43897,44653,20332,64583,.,.,55466,26000,46119,43142
TX,48,255,"Karnes County, Texas",45502,50851,NA,.,.,.,33125,78259,57939,39315
TX,48,257,"Kaufman County, Texas",60391,64298,40484,NA,112625,NA,42656,74938,67508,44972
TX,48,259,"Kendall County, Texas",73240,75586,66976,.,.,.,36303,30969,79565,51215
TX,48,261,"Kenedy County, Texas",36438,36313,.,.,.,.,.,.,55000,35063
TX,48,263,"Kent County, Texas",47024,52031,.,.,.,.,28472,.,55625,NA
TX,48,265,"Kerr County, Texas",43810,44381,36250,NA,NA,.,40398,33650,46583,36849
TX,48,267,"Kimble County, Texas",40125,40089,.,.,.,.,32917,.,43986,28958
TX,48,269,"King County, Texas",63250,63500,.,.,.,.,.,.,64000,NA
TX,48,271,"Kinney County, Texas",38281,39115,23750,.,.,.,.,.,36570,40625
TX,48,273,"Kleberg County, Texas",38247,39651,38167,NA,NA,.,19925,75594,53256,34202
TX,48,275,"Knox County, Texas",40493,43259,23365,.,.,.,28125,.,45433,34688
TX,48,277,"Lamar County, Texas",40748,44875,24327,29107,NA,120635,60958,36765,45565,41275
TX,48,279,"Lamb County, Texas",39851,41176,27813,.,.,.,32188,34375,46963,32875
TX,48,281,"Lampasas County, Texas",49630,49658,92665,92865,34643,.,37566,46488,51853,34315
TX,48,283,"La Salle County, Texas",37292,40604,.,.,.,.,36764,14135,48855,32957
TX,48,285,"Lavaca County, Texas",48677,52666,25592,.,NA,.,44364,22143,53182,43311
TX,48,287,"Lee County, Texas",53902,55669,33060,.,.,.,57228,NA,57065,55409
TX,48,289,"Leon County, Texas",49802,50686,31250,NA,108021,.,48750,NA,52595,37731
TX,48,291,"Liberty County, Texas",48729,51266,25265,47563,NA,.,42243,NA,52235,42359
TX,48,293,"Limestone County, Texas",37554,39671,28309,35000,72083,.,26354,31563,41217,33864
TX,48,295,"Lipscomb County, Texas",63125,62432,.,NA,NA,.,62917,NA,65385,64583
TX,48,297,"Live Oak County, Texas",50400,49554,.,.,.,.,NA,141563,52327,35500
TX,48,299,"Llano County, Texas",48259,48269,NA,.,.,.,.,NA,48440,38472
TX,48,301,"Loving County, Texas",NA,NA,.,.,.,.,.,.,67917,.
TX,48,303,"Lubbock County, Texas",46075,48573,30616,37422,47363,NA,38717,30036,51598,38703
TX,48,305,"Lynn County, Texas",39526,39490,.,117778,.,.,37159,NA,57206,28438
TX,48,307,"McCulloch County, Texas",40561,42052,70042,21212,.,.,21280,38837,43889,34136
TX,48,309,"McLennan County, Texas",42687,47973,24579,39375,26190,NA,35505,40625,52218,34024
TX,48,311,"McMullen County, Texas",46250,46429,.,.,.,.,NA,.,55833,37083
TX,48,313,"Madison County, Texas",39390,43257,19863,.,.,.,46500,NA,44024,29679
TX,48,315,"Marion County, Texas",34175,39071,21863,NA,.,.,.,.,38429,90375
TX,48,317,"Martin County, Texas",55682,68466,.,.,.,.,19861,.,69375,45846
TX,48,319,"Mason County, Texas",37654,38500,.,.,.,.,35333,.,42321,31250
TX,48,321,"Matagorda County, Texas",40797,43383,30317,21125,NA,.,32469,59798,50210,32438
TX,48,323,"Maverick County, Texas",33747,33580,NA,35600,136292,.,33864,NA,57625,32749
TX,48,325,"Medina County, Texas",57338,57596,157917,NA,.,.,29122,76583,67398,46857
TX,48,327,"Menard County, Texas",34464,35000,.,NA,.,.,.,38393,39444,23906
TX,48,329,"Midland County, Texas",68806,72099,45183,65917,72764,.,62692,63214,80348,57997
TX,48,331,"Milam County, Texas",38929,41224,23571,38542,NA,.,35716,NA,43848,35050
TX,48,333,"Mills County, Texas",43920,44063,.,.,.,.,41250,.,45216,34732
TX,48,335,"Mitchell County, Texas",49870,50741,NA,112500,.,.,71292,NA,54630,44667
TX,48,337,"Montague County, Texas",46172,46386,.,NA,.,.,32750,46667,47118,32313
TX,48,339,"Montgomery County, Texas",68838,70752,50704,46023,90212,NA,42932,67877,75959,46097
TX,48,341,"Moore County, Texas",49802,51039,49464,26648,41150,.,42037,59167,56420,45077
TX,48,343,"Morris County, Texas",39453,42213,28611,NA,.,.,NA,42500,42420,35865
TX,48,345,"Motley County, Texas",31683,32019,.,.,.,.,.,.,35139,26364
TX,48,347,"Nacogdoches County, Texas",39538,45084,24897,NA,NA,.,30000,23065,47039,31076
TX,48,349,"Navarro County, Texas",41505,45385,23209,26913,NA,NA,45268,NA,47888,37083
TX,48,351,"Newton County, Texas",38144,41646,28460,.,.,.,.,NA,40427,75458
TX,48,353,"Nolan County, Texas",37102,39139,16758,68438,.,.,34000,38293,43253,29349
TX,48,355,"Nueces County, Texas",50337,51341,34805,26863,69540,NA,39319,41192,62020,43720
TX,48,357,"Ochiltree County, Texas",51517,51062,.,NA,NA,.,71000,58214,52211,50903
TX,48,359,"Oldham County, Texas",50893,49750,.,.,.,.,.,54792,51518,33750
TX,48,361,"Orange County, Texas",49763,52240,30454,28750,56731,.,34309,56466,52271,46875
TX,48,363,"Palo Pinto County, Texas",39516,40484,40188,NA,NA,.,30559,33900,40914,33967
TX,48,365,"Panola County, Texas",50119,54003,24766,.,.,.,NA,NA,55419,39375
TX,48,367,"Parker County, Texas",67288,68066,57727,68125,128594,.,40506,37407,69256,54976
TX,48,369,"Parmer County, Texas",45326,47910,50833,15833,.,.,42000,NA,56728,39327
TX,48,371,"Pecos County, Texas",50305,50792,NA,26635,.,.,44879,NA,59356,46679
TX,48,373,"Polk County, Texas",39662,41103,30872,34545,41014,.,47857,31944,42002,33233
TX,48,375,"Potter County, Texas",38159,40634,25489,35278,43443,NA,38508,34205,44598,34613
TX,48,377,"Presidio County, Texas",32132,31323,.,NA,.,.,28902,.,59286,26462
TX,48,379,"Rains County, Texas",48448,48797,26563,.,250001,.,46250,NA,50072,26371
TX,48,381,"Randall County, Texas",60972,61373,46541,79250,63707,.,56125,32462,63244,49408
TX,48,383,"Reagan County, Texas",52181,69231,16250,.,.,.,50281,NA,76583,50509
TX,48,385,"Real County, Texas",36523,36797,.,.,.,.,.,.,37917,27400
TX,48,387,"Red River County, Texas",31563,34183,19135,40000,.,.,NA,31850,34902,11946
TX,48,389,"Reeves County, Texas",43540,43563,NA,43219,NA,.,40833,38750,53664,38071
TX,48,391,"Refugio County, Texas",44240,47406,39034,NA,.,.,29141,NA,57258,35000
TX,48,393,"Roberts County, Texas",63889,64722,.,.,.,.,.,.,64306,.
TX,48,395,"Robertson County, Texas",46501,51483,18716,72857,.,.,NA,53594,51985,48068
TX,48,397,"Rockwall County, Texas",87524,89717,69349,93875,130909,.,44181,69167,94453,53052
TX,48,399,"Runnels County, Texas",41526,43455,11399,NA,NA,.,27050,45288,45625,37067
TX,48,401,"Rusk County, Texas",46173,50962,23617,NA,67250,.,54375,20313,52398,40584
TX,48,403,"Sabine County, Texas",31307,33434,15350,.,.,.,.,NA,33447,NA
TX,48,405,"San Augustine County, Texas",28275,31232,16397,36250,.,.,46875,.,31290,30781
TX,48,407,"San Jacinto County, Texas",43029,44744,30494,.,15795,.,42500,.,44679,47143
TX,48,409,"San Patricio County, Texas",52261,52569,28250,43092,83821,.,45493,57885,59775,46773
TX,48,411,"San Saba County, Texas",39040,39200,.,.,.,.,36375,28750,39610,36012
TX,48,413,"Schleicher County, Texas",55543,56083,.,.,.,.,55781,.,60000,45375
TX,48,415,"Scurry County, Texas",56842,57184,90341,NA,.,.,36845,NA,59167,47207
TX,48,417,"Shackelford County, Texas",48750,47661,.,.,.,.,.,.,49758,37083
TX,48,419,"Shelby County, Texas",37756,42157,21458,.,NA,.,38849,26000,45350,35156
TX,48,421,"Sherman County, Texas",51987,52857,.,.,.,.,28571,36154,58917,37917
TX,48,423,"Smith County, Texas",46929,51908,30632,42154,51044,38558,49958,42195,55836,37376
TX,48,425,"Somervell County, Texas",51912,51282,.,.,.,.,NA,.,53297,42257
TX,48,427,"Starr County, Texas",26172,26318,.,.,.,.,24222,26316,NA,25961
TX,48,429,"Stephens County, Texas",43951,44296,27292,.,.,.,45595,NA,46270,35125
TX,48,431,"Sterling County, Texas",53456,55750,.,.,.,.,15781,.,53897,60481
TX,48,433,"Stonewall County, Texas",42155,46310,NA,.,.,.,NA,.,49375,35909
TX,48,435,"Sutton County, Texas",51667,54500,.,.,.,.,45331,.,62561,47106
TX,48,437,"Swisher County, Texas",37040,40489,18897,41111,44821,.,NA,NA,46776,29886
TX,48,439,"Tarrant County, Texas",58711,63883,41735,61065,62265,59282,41646,51477,70824,43986
TX,48,441,"Taylor County, Texas",45396,47737,34037,52847,27295,.,34957,31189,50109,38182
TX,48,443,"Terrell County, Texas",31111,42188,.,.,.,.,14219,.,48833,27647
TX,48,445,"Terry County, Texas",37475,38984,NA,.,.,.,26964,NA,50382,32338
TX,48,447,"Throckmorton County, Texas",41042,43333,.,.,.,.,.,NA,40625,52353
TX,48,449,"Titus County, Texas",44178,47468,26462,49345,105625,.,31836,38365,51372,37860
TX,48,451,"Tom Green County, Texas",46711,47917,28638,40417,61029,.,44845,58879,53990,37978
TX,48,453,"Travis County, Texas",61451,65193,42404,50083,77831,91589,37271,52997,74110,42788
TX,48,455,"Trinity County, Texas",34295,36804,19808,NA,.,.,.,11667,37066,31923
TX,48,457,"Tyler County, Texas",41360,42113,27337,NA,.,.,23115,61500,41894,23373
TX,48,459,"Upshur County, Texas",46673,48697,35148,NA,.,.,32969,NA,49355,35365
TX,48,461,"Upton County, Texas",46131,56510,NA,.,.,.,34728,25833,57188,34837
TX,48,463,"Uvalde County, Texas",38568,38432,.,.,250001,.,39375,29375,57651,32373
TX,48,465,"Val Verde County, Texas",42174,42015,47074,43438,NA,.,29375,63750,53883,39710
TX,48,467,"Van Zandt County, Texas",44002,44872,43681,NA,22177,.,23672,26250,45745,35561
TX,48,469,"Victoria County, Texas",51758,53785,37089,NA,95117,.,37273,29201,61537,41575
TX,48,471,"Walker County, Texas",37666,42535,25845,NA,54293,.,27401,50057,45266,27708
TX,48,473,"Waller County, Texas",51348,60578,33322,NA,NA,.,43542,38000,70210,39656
TX,48,475,"Ward County, Texas",51345,51326,39423,NA,.,.,53750,34286,56927,49653
TX,48,477,"Washington County, Texas",51269,54675,32744,71250,79358,.,55347,.,57015,36934
TX,48,479,"Webb County, Texas",38862,38614,123355,45406,89458,.,34850,40000,56542,37705
TX,48,481,"Wharton County, Texas",45176,48528,26340,.,.,.,48889,NA,54959,38786
TX,48,483,"Wheeler County, Texas",52221,54383,42188,.,208333,.,40903,NA,57372,39271
TX,48,485,"Wichita County, Texas",45543,48105,28551,61122,68400,.,23459,40125,49638,36052
TX,48,487,"Wilbarger County, Texas",41630,47349,20221,41071,60652,.,46250,46250,46607,48859
TX,48,489,"Willacy County, Texas",26495,26310,NA,.,.,.,28393,NA,44306,22447
TX,48,491,"Williamson County, Texas",73750,73781,57404,53713,109278,.,62743,63224,77985,58057
TX,48,493,"Wilson County, Texas",68100,69497,46538,NA,NA,.,39345,46250,78974,51747
TX,48,495,"Winkler County, Texas",55756,56221,46731,.,.,.,23594,66287,54211,57039
TX,48,497,"Wise County, Texas",56897,57258,60650,74222,86875,.,42182,48750,58857,45595
TX,48,499,"Wood County, Texas",45686,47046,29028,29226,43125,.,38611,47500,48027,37617
TX,48,501,"Yoakum County, Texas",56153,57370,NA,.,.,.,46098,.,55341,57159
TX,48,503,"Young County, Texas",44693,46424,20774,NA,23892,.,63234,20875,51663,35514
TX,48,505,"Zapata County, Texas",32162,31974,.,.,.,.,NA,.,42500,31379
TX,48,507,"Zavala County, Texas",26672,24315,.,.,.,.,43264,.,31632,25897
UT,49,001,"Beaver County, Utah",50282,50847,.,.,.,.,NA,.,52460,32321
UT,49,003,"Box Elder County, Utah",55038,55631,NA,NA,51607,.,32434,75156,56705,34719
UT,49,005,"Cache County, Utah",50497,51159,NA,23878,27155,61250,50080,50714,52209,40308
UT,49,007,"Carbon County, Utah",46900,46921,39904,84219,60938,.,34342,92583,47252,43387
UT,49,009,"Daggett County, Utah",56750,56750,.,.,.,.,.,.,56750,.
UT,49,011,"Davis County, Utah",71112,72441,58924,88000,66839,54464,44863,48690,73256,49562
UT,49,013,"Duchesne County, Utah",61133,61377,.,45417,100179,.,63125,62344,61484,60515
UT,49,015,"Emery County, Utah",49787,49794,.,.,.,.,NA,90833,50489,24856
UT,49,017,"Garfield County, Utah",42614,42386,.,.,NA,.,.,.,42746,NA
UT,49,019,"Grand County, Utah",41312,41570,.,46713,.,.,.,.,43003,24222
UT,49,021,"Iron County, Utah",43855,45370,NA,25301,91917,.,11833,35037,46871,22097
UT,49,023,"Juab County, Utah",54761,55462,.,31250,.,.,50714,.,55615,50536
UT,49,025,"Kane County, Utah",50194,46956,.,.,.,.,.,160528,47258,NA
UT,49,027,"Millard County, Utah",51593,55658,.,NA,NA,.,27679,75893,56091,29524
UT,49,029,"Morgan County, Utah",74314,74755,.,.,.,.,.,.,77283,.
UT,49,031,"Piute County, Utah",35980,36107,.,.,.,.,.,NA,37071,22292
UT,49,033,"Rich County, Utah",50781,50938,.,.,.,.,.,.,51484,22344
UT,49,035,"Salt Lake County, Utah",62117,65111,37500,35938,61677,48939,40118,48725,67102,44209
UT,49,037,"San Juan County, Utah",41484,57593,.,24132,NA,.,44500,NA,57228,NA
UT,49,039,"Sanpete County, Utah",50323,50690,.,33618,.,.,42045,31917,51126,42500
UT,49,041,"Sevier County, Utah",46291,47404,.,22216,NA,.,20870,48403,47748,23929
UT,49,043,"Summit County, Utah",91773,92425,47426,NA,135913,.,50625,102083,97422,39911
UT,49,045,"Tooele County, Utah",63552,64735,91471,53056,NA,51019,38958,58182,66215,49444
UT,49,047,"Uintah County, Utah",66815,69619,.,41818,NA,.,36140,50962,70309,42136
UT,49,049,"Utah County, Utah",62180,62884,44643,42825,54917,66081,48309,48534,64785,45308
UT,49,051,"Wasatch County, Utah",66486,67269,.,.,NA,.,52000,35156,69887,45330
UT,49,053,"Washington County, Utah",50774,51384,27841,42188,51588,33895,45950,42763,52806,35670
UT,49,055,"Wayne County, Utah",40645,41048,.,.,.,.,.,.,41810,34896
UT,49,057,"Weber County, Utah",56581,58326,34482,35893,53430,70000,36908,50938,60176,38573
VA,51,001,"Accomack County, Virginia",39412,45737,28401,.,NA,.,26078,NA,45641,42768
VA,51,003,"Albemarle County, Virginia",68449,71625,39587,NA,71897,.,63382,53523,72308,48777
VA,51,005,"Alleghany County, Virginia",45007,45865,27500,.,.,.,48214,.,45883,46583
VA,51,007,"Amelia County, Virginia",56850,67579,42746,42798,.,.,.,46917,67579,.
VA,51,009,"Amherst County, Virginia",47558,51276,30625,83125,64886,.,.,NA,51314,NA
VA,51,011,"Appomattox County, Virginia",48823,53854,26786,.,.,.,.,NA,53438,61875
VA,51,013,"Arlington County, Virginia",105763,119390,62463,NA,88222,175227,38597,127188,123712,65003
VA,51,015,"Augusta County, Virginia",54558,55281,30795,24491,NA,.,NA,47824,55252,46250
VA,51,017,"Bath County, Virginia",43646,44097,NA,.,.,.,.,.,45036,.
VA,51,019,"Bedford County, Virginia",56316,57352,42473,.,31486,.,.,71389,57267,80469
VA,51,021,"Bland County, Virginia",45294,45315,.,.,.,.,.,.,45504,.
VA,51,023,"Botetourt County, Virginia",60454,60956,50962,NA,NA,.,61625,100313,60944,62125
VA,51,025,"Brunswick County, Virginia",36919,46318,29248,.,.,.,NA,29196,46781,37574
VA,51,027,"Buchanan County, Virginia",29679,30070,NA,.,100938,.,.,NA,30136,.
VA,51,029,"Buckingham County, Virginia",40331,41935,35682,.,.,.,101050,80179,41935,101050
VA,51,031,"Campbell County, Virginia",47699,49710,39872,NA,36231,.,60450,NA,49410,61650
VA,51,033,"Caroline County, Virginia",59227,63107,51291,130648,35938,.,NA,69375,62810,63487
VA,51,035,"Carroll County, Virginia",35000,35059,.,.,.,.,.,38315,34997,51071
VA,51,036,"Charles City County, Virginia",49563,61955,40891,63500,NA,.,40000,53750,61336,93750
VA,51,037,"Charlotte County, Virginia",35079,38106,25353,.,.,.,.,60900,38131,.
VA,51,041,"Chesterfield County, Virginia",72609,76423,62131,39375,83229,.,45734,72386,78249,50016
VA,51,043,"Clarke County, Virginia",71295,75668,32153,NA,NA,.,NA,107955,75864,NA
VA,51,045,"Craig County, Virginia",44330,44263,.,.,.,.,.,.,44263,.
VA,51,047,"Culpeper County, Virginia",66697,70034,52992,.,92222,.,38247,36099,70600,47100
VA,51,049,"Cumberland County, Virginia",39301,43476,29350,.,.,.,.,.,43476,.
VA,51,051,"Dickenson County, Virginia",33624,33638,24000,.,.,.,.,NA,33596,NA
VA,51,053,"Dinwiddie County, Virginia",51397,53457,41832,.,123250,.,NA,NA,53110,68669
VA,51,057,"Essex County, Virginia",42760,48322,36791,67841,.,.,.,.,48618,.
